sap,r,r2,r3,r4,p,s
1052347,,,,,,
1003730,,,,,,
1054464,,,,,,
1094911,,,,,,
1094886,,,,,,
1027824,,,,,,
1051044,,,,,,
1027823,,,,,,
1011584,,,,,,
1039789,,,,,,
1094826,,,,,,
1049450,,,,,,
1038200,,,,,,
1070854,,,,,,
1055853,,,,,,
1055852,,,,,,
1045423,,,,,,
1049739,,,,,,
1049742,,,,,,
1049740,,,,,,
1018233,,,,,,
1011781,,,,,,
1046118,,,,,,
1063738,,,,,,
1063734,,,,,,
1063735,,,,,,
1063744,,,,,,
1014113,,,,,,
1014113,,,,,,
1000559,,,,,,
1000559,,,,,,
5065563,,,,,,
1090408,,,,,,
5065565,,,,,,
1020056,,,,,,
1020062,,,,,,
5065564,,,,,,
1020057,,,,,,
1020060,,,,,,
1012407,,,,,,
1015585,,,,,,
1015586,,,,,,
1034699,,,,,,
1034699,,,,,,
1034701,,,,,,
1034701,,,,,,
1034700,,,,,,
1034700,,,,,,
1034698,,,,,,
1034698,,,,,,
1034668,,,,,,
1034668,,,,,,
1033261,,,,,,
1056084,,,,,,
1036516,,,,,,
1065673,,,,,,
1018276,,,,,,
1041032,,,,,,
5031354,,,,,,
1056299,,,,,,
1021686,,,,,,
1049484,,,,,,
1003040,,,,,,
1098357,,,,,,
1038743,,,,,,
1038742,,,,,,
1038745,,,,,,
1038739,,,,,,
1038740,,,,,,
1098355,,,,,,
1098356,,,,,,
1038741,,,,,,
1038737,,,,,,
1038746,,,,,,
1042419,,,,,,
1038727,,,,,,
1038732,,,,,,
1038731,,,,,,
1038730,,,,,,
1041898,,,,,,
1041897,,,,,,
1018607,,,,,,
1018605,,,,,,
1018606,,,,,,
1054670,,,,,,
1038885,,,,,,
1002093,,,,,,
1044994,,,,,,
1034602,,,,,,
1034620,,,,,,
1044988,,,,,,
1044981,,,,,,
1034650,,,,,,
1044999,,,,,,
1034663,,,,,,
1034652,,,,,,
1045000,,,,,,
1034654,,,,,,
1034653,,,,,,
1034651,,,,,,
1034621,,,,,,
1034641,,,,,,
1034639,,,,,,
1034642,,,,,,
1044984,,,,,,
1034537,,,,,,
1034600,,,,,,
1034644,,,,,,
1034658,,,,,,
1034657,,,,,,
1034632,,,,,,
1034649,,,,,,
1044976,,,,,,
1034627,,,,,,
1044990,,,,,,
1044978,,,,,,
1034610,,,,,,
1034609,,,,,,
1044979,,,,,,
1034625,,,,,,
1034624,,,,,,
1034626,,,,,,
1034628,,,,,,
1034665,,,,,,
1034623,,,,,,
1034643,,,,,,
1034601,,,,,,
1034608,,,,,,
1034661,,,,,,
1034637,,,,,,
1034648,,,,,,
1034622,,,,,,
1034662,,,,,,
1034664,,,,,,
1034606,,,,,,
1034660,,,,,,
1034607,,,,,,
1034629,,,,,,
1044996,,,,,,
1034659,,,,,,
1034508,,,,,,
1034645,,,,,,
1034655,,,,,,
1045001,,,,,,
1034656,,,,,,
1034604,,,,,,
1034603,,,,,,
1034631,,,,,,
1034630,,,,,,
1033193,,,,,,
1000304,,,,,,
1019582,,,,,,
1019582,,,,,,
1000854,,,,,,
1097084,,,,,,
1097084,,,,,,
1035626,,,,,,
1035629,,,,,,
1022139,,,,,,
1013234,,,,,,
1013231,,,,,,
1013233,,,,,,
1022145,,,,,,
1029113,,,,,,
1001694,,,,,,
1001010,,,,,,
1014654,,,,,,
1001038,,,,,,
1000495,,,,,,
1012896,,,,,,
1007677,,,,,,
1013590,,,,,,
1001713,,,,,,
1001714,,,,,,
1050946,,,,,,
1050947,,,,,,
1015721,,,,,,
1015722,,,,,,
1017267,,,,,,
1015725,,,,,,
1054401,,,,,,
1053393,,,,,,
1068906,,,,,,
1005281,,,,,,
1045716,,,,,,
1045715,,,,,,
1045717,,,,,,
1005267,,,,,,
1005232,,,,,,
1003762,,,,,,
1068905,,,,,,
1038276,,,,,,
1038262,,,,,,
1038272,,,,,,
1097747,,,,,,
1097748,,,,,,
1053635,,,,,,
1072307,,,,,,
1000941,,,,,,
1054235,,,,,,
1090413,,,,,,
1054236,,,,,,
1090414,,,,,,
1054237,,,,,,
1054238,,,,,,
1038558,,,,,,
1038573,,,,,,
1039926,,,,,,
