sap,r,r2,r3,r4,p,s
1039907,,,,,,
1039922,,,,,,
1042914,,,,,,
1017122,,,,,,
1017124,,,,,,
1061601,,,,,,
1053006,,,,,,
1053025,,,,,,
1017121,,,,,,
1053005,,,,,,
1056128,,,,,,
1017125,,,,,,
1049980,,,,,,
1025076,,,,,,
1055350,,,,,,
1055361,,,,,,
1095355,,,,,,
1054907,,,,,,
1054906,,,,,,
1046055,,,,,,
1038339,,,,,,
1038338,,,,,,
1062236,,,,,,
1062237,,,,,,
1062183,,,,,,
1062186,,,,,,
1010963,,,,,,
5012066,,,,,,
1040542,,,,,,
5012078,,,,,,
1038118,,,,,,
1097475,,,,,,
1045041,,,,,,
1020971,,,,,,
1043168,,,,,,
1044129,,,,,,
1044130,,,,,,
1027196,,,,,,
1027195,,,,,,
1042261,,,,,,
1048415,,,,,,
1001415,,,,,,
1016292,,,,,,
1001020,,,,,,
1006998,,,,,,
1041920,,,,,,
1030254,,,,,,
1030261,,,,,,
1030260,,,,,,
1007743,,,,,,
1034154,,,,,,
1021483,,,,,,
1021485,,,,,,
1021482,,,,,,
1056293,,,,,,
1056294,,,,,,
1056292,,,,,,
1056291,,,,,,
1003639,,,,,,
1046965,,,,,,
1096425,,,,,,
1096426,,,,,,
1097430,,,,,,
1046966,,,,,,
1043772,,,,,,
1043770,,,,,,
1043769,,,,,,
1047975,,,,,,
1047975,,,,,,
1014560,,,,,,
1055373,,,,,,
1017349,,,,,,
1050588,,,,,,
1038041,,,,,,
1038039,,,,,,
1038040,,,,,,
1038909,,,,,,
1044947,,,,,,
1023686,,,,,,
1023681,,,,,,
1002532,,,,,,
1030432,,,,,,
1023687,,,,,,
1050558,,,,,,
1015916,,,,,,
1035114,,,,,,
1040944,,,,,,
1035116,,,,,,
1035117,,,,,,
1035104,,,,,,
1035105,,,,,,
1035103,,,,,,
1018058,,,,,,
1014051,,,,,,
1007206,,,,,,
1035109,,,,,,
1045045,,,,,,
1038713,,,,,,
1019404,,,,,,
1019402,,,,,,
1019403,,,,,,
1096705,,,,,,
1035111,,,,,,
1018526,,,,,,
1098277,,,,,,
1021949,,,,,,
1018527,,,,,,
1050534,,,,,,
1001581,,,,,,
1054121,,,,,,
1041034,,,,,,
1041037,,,,,,
1041038,,,,,,
1052202,,,,,,
1053436,,,,,,
1095462,,,,,,
1095463,,,,,,
1021954,,,,,,
1004424,,,,,,
1010219,,,,,,
1009631,,,,,,
1008785,,,,,,
1098209,,,,,,
1098209,,,,,,
1098210,,,,,,
1098210,,,,,,
1098211,,,,,,
1098211,,,,,,
1098208,,,,,,
1098208,,,,,,
1097061,,,,,,
1097061,,,,,,
1097058,,,,,,
1097058,,,,,,
1097059,,,,,,
1097059,,,,,,
1097060,,,,,,
1097060,,,,,,
1097057,,,,,,
1097057,,,,,,
1037406,,,,,,
1054588,,,,,,
1001931,,,,,,
1001930,,,,,,
1027687,,,,,,
1027687,,,,,,
1018854,,,,,,
1018854,,,,,,
1095894,,,,,,
1054403,,,,,,
1010970,,,,,,
1001331,,,,,,
1017664,,,,,,
1010973,,,,,,
1017663,,,,,,
1017025,,,,,,
1042754,,,,,,
1042755,,,,,,
1042756,,,,,,
1042752,,,,,,
1042753,,,,,,
1042758,,,,,,
1042757,,,,,,
1045530,,,,,,
1003531,,,,,,
1003532,,,,,,
1053497,,,,,,
1041048,,,,,,
1037562,,,,,,
1012251,,,,,,
1010697,,,,,,
1096927,,,,,,
1096925,,,,,,
1096926,,,,,,
1061164,,,,,,
1003356,,,,,,
1003357,,,,,,
1003358,,,,,,
1049136,,,,,,
5006603,,,,,,
1097944,,,,,,
1025881,,,,,,
1025882,,,,,,
1025880,,,,,,
1007321,,,,,,
1041249,,,,,,
1043591,,,,,,
1019060,,,,,,
1042071,,,,,,
1042072,,,,,,
1039603,,,,,,
1039611,,,,,,
1021718,,,,,,
5037835,,,,,,
1022958,,,,,,
1070371,,,,,,
1020403,,,,,,
1020287,,,,,,
1020258,,,,,,
1020284,,,,,,
1020254,,,,,,
1020268,,,,,,
5069978,,,,,,
5069979,,,,,,
5081574,,,,,,
1051649,,,,,,
1032458,,,,,,
1019670,,,,,,
1095371,,,,,,
5061210,,,,,,
5061216,,,,,,
5061211,,,,,,
5061212,,,,,,
5061213,,,,,,
5061214,,,,,,
5061215,,,,,,
1038814,,,,,,
1038815,,,,,,
1054669,,,,,,
1054667,,,,,,
1049765,,,,,,
1053276,,,,,,
1000986,,,,,,
1007614,,,,,,
1048358,,,,,,
1009808,,,,,,
1005453,,,,,,
1020168,,,,,,
1005451,,,,,,
1005452,,,,,,
1004398,,,,,,
1039928,,,,,,
1001222,,,,,,
1006146,,,,,,
1006434,,,,,,
1021442,,,,,,
1013595,,,,,,
1046175,,,,,,
1006433,,,,,,
1000290,,,,,,
1001452,,,,,,
1040975,,,,,,
1016228,,,,,,
1005208,,,,,,
1019622,,,,,,
1022880,,,,,,
1065140,,,,,,
1021146,,,,,,
1050782,,,,,,
1051134,,,,,,
1055527,,,,,,
1055527,,,,,,
1019154,,,,,,
1055699,,,,,,
1006637,,,,,,
1006636,,,,,,
1019160,,,,,,
1055700,,,,,,
1001361,,,,,,
1001361,,,,,,
1007720,,,,,,
1007720,,,,,,
1007720,,,,,,
1003416,,,,,,
1051058,,,,,,
1003417,,,,,,
1028336,,,,,,
1050200,,,,,,
1050200,,,,,,
1050200,,,,,,
1050198,,,,,,
1050198,,,,,,
1012507,,,,,,
1040303,,,,,,
1040303,,,,,,
1033735,,,,,,
1033735,,,,,,
1033736,,,,,,
1033736,,,,,,
1047252,,,,,,
1047252,,,,,,
1027247,,,,,,
1033107,,,,,,
1033086,,,,,,
1033232,,,,,,
1033346,,,,,,
1033344,,,,,,
1033345,,,,,,
1033149,,,,,,
1033184,,,,,,
1033177,,,,,,
1033013,,,,,,
1036014,,,,,,
1049567,,,,,,
1004842,,,,,,
1004843,,,,,,
1095914,,,,,,
1010493,,,,,,
1010494,,,,,,
1010495,,,,,,
1010492,,,,,,
1011227,,,,,,
1011226,,,,,,
1028147,,,,,,
1016895,,,,,,
1052336,,,,,,
1052433,,,,,,
1028210,,,,,,
1028209,,,,,,
1032208,,,,,,
1042260,,,,,,
1004053,,,,,,
1004055,,,,,,
1004054,,,,,,
1000403,,,,,,
1046964,,,,,,
1054943,,,,,,
1042070,,,,,,
1042067,,,,,,
1047311,,,,,,
5052979,,,,,,
5035424,,,,,,
5080839,,,,,,
5080835,,,,,,
5031751,,,,,,
5031469,,,,,,
5031654,,,,,,
5041099,,,,,,
5031352,,,,,,
5031466,,,,,,
1051579,,,,,,
1055989,,,,,,
1038823,,,,,,
1092096,,,,,,
1038812,,,,,,
1051452,,,,,,
1051496,,,,,,
1032913,,,,,,
1027097,,,,,,
1004194,,,,,,
1004195,,,,,,
1000290,,,,,,
1014288,,,,,,
1001955,,,,,,
1022513,,,,,,
1010941,,,,,,
5004257,,,,,,
1033336,,,,,,
1048086,,,,,,
1048087,,,,,,
1050213,,,,,,
1051183,,,,,,
1033279,,,,,,
1033022,,,,,,
1033023,,,,,,
1033175,,,,,,
1033174,,,,,,
